561245.94 621262.36 40.5
561245.84 622407.30 37.5
561247.45 622573.25 37.4
561246.89 623115.31 36.3
561246.17 623312.82 37.1
561249.16 619972.01 37.4
561250.31 620595.14 37.5
561248.83 620706.52 37.8
561250.01 621144.68 40.6
561250.40 621552.22 39.1
561250.73 621775.22 38.0
561249.52 621994.44 37.8
561250.73 622024.46 38.0
561249.45 622158.09 37.8
561247.85 622461.41 37.6
561248.27 622538.11 38.3
561248.34 623062.45 36.2
561251.29 619766.43 39.2
561252.04 620039.27 38.1
561251.68 620421.09 39.0
561252.37 620915.38 39.2
561251.65 621494.97 39.1
561251.85 621635.52 38.9
561252.44 621741.36 38.6
561252.31 622122.30 37.9
561253.55 622344.31 37.5
561252.90 622710.55 37.3
561251.32 622972.07 36.4
561251.52 623005.53 36.4
561255.29 620171.81 39.1
561255.75 620669.02 37.9
561255.52 620753.14 38.1
561255.46 620945.23 39.7
561255.39 621807.01 37.9
561256.44 621960.55 37.9
561256.15 623176.79 36.8
561254.96 623406.61 36.3
561258.51 619715.02 38.9
561258.74 619821.35 39.1
561258.28 620094.22 38.3
561258.02 620306.59 38.6
561258.51 620520.40 37.7
561258.80 621370.43 40.6
561256.93 621426.66 39.8
561257.39 621709.31 38.2
561259.26 622502.22 37.4
561259.43 622646.22 37.2
561257.39 622846.51 37.1
561257.72 622887.75 36.8
561258.08 623146.41 36.4
561258.93 623340.60 36.5
561262.41 621116.76 40.7
561260.84 621180.17 39.6
561262.12 621524.07 38.8
561262.31 622381.09 37.2
561263.92 620011.25 37.4
561263.79 620338.28 39.2
561262.90 620555.34 37.6
561264.58 621670.36 38.3
561265.50 622198.48 37.3
561265.59 622281.65 37.3
561264.51 622602.42 37.6
561265.04 623088.50 36.4
561263.30 623286.96 36.6
561266.41 619654.26 42.7
561266.28 619684.44 39.7
561267.10 619875.35 37.3
561267.66 620249.57 37.5
561268.81 620976.53 38.4
561266.71 621080.50 40.4
561268.09 621213.21 39.6
561268.35 621328.96 41.8
561267.73 621891.00 37.9
561266.15 622436.31 37.6
561266.51 622809.57 37.5
561271.50 620123.25 38.7
561269.76 620639.40 38.0
561271.60 621453.11 39.2
561270.32 622677.28 37.7
561270.78 622737.23 37.5
561274.55 619923.65 38.5
561273.57 620493.63 38.1
561273.86 620878.47 38.8
561273.04 621244.97 38.6
561274.49 621854.52 37.6
561274.39 623031.32 36.1
561275.63 619747.83 37.8
561277.41 619984.38 37.9
561275.83 621029.03 39.7
561275.77 621398.38 40.6
561276.62 621615.67 38.7
561275.44 621924.76 37.8
561276.26 622072.40 37.7
561277.08 622239.16 37.2
561276.03 622407.93 38.2
561274.94 622916.26 36.4
561275.90 623218.72 36.8
561278.26 619585.95 47.2
561280.29 619616.37 44.1
561278.65 619780.34 38.3
561279.93 620051.67 38.5
561279.31 620277.98 38.1
561278.55 620383.19 39.0
561279.08 620582.74 37.8
561278.98 622039.98 38.0
561280.75 622357.08 37.1
561279.47 622560.88 37.7
561279.74 622993.98 36.2
561278.32 623249.53 36.5
561278.91 623314.85 36.3
561282.49 619497.11 42.5
561282.82 619841.73 37.7
561282.98 619953.93 38.9
561283.38 620183.69 39.4
561282.13 620464.85 38.4
561282.16 620725.22 38.8
561282.79 620929.62 40.0
561281.80 621298.02 41.1
561281.61 622308.13 37.4
561283.67 622523.32 38.0
561283.18 623063.11 36.7
561281.61 623114.06 36.8
561285.61 620214.13 38.2
561286.17 620612.85 38.2
561285.25 621647.27 38.2
561284.07 621765.97 38.4
561286.79 621968.49 38.5
561285.51 622705.93 38.2
561285.28 623162.82 36.6
561288.89 619418.40 37.6
561289.15 619542.25 44.8
561288.10 619705.64 37.8
561287.81 620316.33 39.1
561288.72 620525.48 37.9
561286.95 620670.23 38.5
561287.05 620805.11 38.2
561288.82 620835.26 38.2
561286.82 621159.60 39.9
561288.66 621352.29 42.3
561289.38 621425.15 39.4
561287.54 621547.30 38.5
561288.92 621587.62 38.5
561289.54 621709.34 38.0
561288.10 622858.42 36.3
561287.74 622947.07 36.2
561290.04 620149.83 38.9
561290.92 621101.76 40.6
